segment_id,lat,lon,hour_of_day,lighting_score,crime_reports_30d,foot_traffic,sidewalk_present,past_accidents_1y,avg_speed_limit,cctv_present,safety_score,risk_level
SEG100239,23.006002919822116,72.57259494525047,17,4.010756094263903,4,5.565215457140424,0,3,40,1,39.4,High
SEG100240,23.04561857381855,72.5808958343047,8,2.9951044730764287,0,9.899931772389078,0,0,30,1,80.0,Low
SEG100241,23.043824939857885,72.58382798124194,9,0.03356913887012647,3,6.318859518394659,0,2,30,1,37.7,High
SEG100242,23.012795240808153,72.56095849530044,22,2.3550925782124787,2,3.4633578409110797,1,1,50,0,27.5,High
SEG100243,23.02919232748295,72.56307155402028,13,3.3765355887887374,3,8.034086850625576,1,1,20,1,62.3,Medium
SEG100244,23.0333308701385,72.57667038071071,22,3.136248945266628,3,4.869601276591068,0,0,40,0,38.0,High
SEG100245,23.04772564245768,72.54711725331782,17,7.855554964772072,2,3.0880799765479114,1,2,30,0,61.3,Medium
SEG100246,23.03317089365363,72.58554183286375,21,0.4736776253647301,0,4.783354039853307,0,0,40,0,34.5,High
SEG100247,23.02269143631005,72.53135114359092,4,3.889486996552407,0,8.719125938796854,1,0,30,1,71.0,Low
SEG100248,23.020580122387393,72.54272515414364,22,0.3751545557944125,2,7.3230738561135835,1,1,30,1,41.1,High
SEG100249,23.023423514750544,72.58201299629737,22,9.306475661290094,0,1.7376881669458566,1,0,40,1,79.6,Low
SEG100250,23.035856206406898,72.55211678377303,0,7.902094370310964,1,8.38597837180107,0,2,50,0,55.9,Medium
SEG100251,23.04771198474638,72.539739134125,8,9.821615992380135,1,4.31418574075426,1,2,60,1,74.6,Low
SEG100252,23.024964328514198,72.54213905912124,9,9.101605316960185,1,0.8286849471391777,0,3,30,0,51.8,Medium
SEG100253,23.013631175962324,72.56449916612584,10,3.158127721160844,4,1.4717210553704996,1,0,40,0,39.6,High
SEG100254,23.013016429964868,72.58500179940742,18,6.915834123305803,2,0.661637269812908,1,2,30,0,50.0,Medium
SEG100255,23.04103078541339,72.53459229652512,16,3.0655408747840838,2,6.76587803532521,0,2,40,0,48.5,Medium
SEG100256,23.044911281988316,72.5319812590931,5,8.88211187929624,1,2.575647346058033,0,1,30,0,53.0,Medium
SEG100257,23.00579029439198,72.5602359288294,14,4.107528699673414,1,0.9634900272148461,0,0,20,0,58.5,Medium
SEG100258,23.003660737132535,72.59215218197849,23,3.7588754190423215,1,3.6566965570893286,0,1,40,0,40.0,High
SEG100259,23.032693851506604,72.54813563722192,10,9.140687442333334,2,8.669661307582677,0,1,20,1,84.5,Low
SEG100260,23.008039528430597,72.59234608503935,22,8.367402876198543,6,6.287280563447788,1,2,20,1,47.7,Medium
SEG100261,23.0453565304751,72.58769927647835,15,9.664135533643016,0,4.862274393145248,0,0,60,0,75.1,Low
SEG100262,23.017068407065825,72.54840377996518,22,0.6648808557444685,1,7.331946606750643,1,0,60,0,44.1,High
SEG100263,23.00791295631341,72.58310162417665,21,2.433388780388599,1,0.7589503937887121,0,0,40,1,44.0,High
SEG100264,23.05065337598681,72.57458137466698,0,3.008577478670457,0,8.827717088462782,1,2,20,1,71.6,Low
SEG100265,23.00910424475044,72.5632684552788,19,4.243520609547621,5,1.7773619131741003,0,2,30,1,36.7,High
SEG100266,23.015659604528587,72.55748954929778,4,4.73130045948536,2,0.21381626485794003,1,1,30,1,29.2,High
SEG100267,23.008448736735563,72.58300767913515,19,2.91472428066738,3,3.6236040329893413,1,1,50,0,39.9,High
SEG100268,23.006351953501593,72.58155016312517,19,7.904504231450284,1,0.584473373940283,0,0,50,1,66.1,Medium
SEG100269,23.001163140898505,72.57920086183627,6,2.232441444850565,3,1.670788068270076,0,0,30,0,35.4,High
SEG100270,23.003046747504033,72.59488663682899,1,6.96517313299113,2,7.389986223395536,0,0,40,1,57.4,Medium
SEG100271,23.00960528090147,72.56110330996118,10,8.517683155920974,1,4.047330813753172,1,1,30,1,77.4,Low
SEG100272,23.002936006294494,72.5824499935583,7,6.036982391595863,2,0.06898837793591239,1,2,50,0,46.0,Medium
SEG100273,23.032512909886105,72.58606109385393,13,3.5415892589282083,2,6.437572406373499,1,1,30,1,68.4,Medium
SEG100274,23.037439298973972,72.54375416779449,1,1.8789124219665132,0,7.071111052214814,1,0,50,1,58.4,Medium
SEG100275,23.02164967512576,72.53273431873345,1,1.34346194403696,2,9.019634827195265,0,0,50,1,45.7,Medium
SEG100276,23.017489510332364,72.55630864614226,10,7.441747391490616,4,1.5460261030250688,0,0,30,0,47.5,Medium
SEG100277,23.027748943036222,72.5856878844884,18,4.69131997583516,1,8.571657376911755,0,0,60,1,74.0,Low
SEG100278,23.048125271822904,72.54879171327764,7,0.46319551167367634,4,7.0870794915196065,0,1,50,1,40.7,High
SEG100279,23.046812239475223,72.57550066001438,7,9.838395069426202,1,5.636227903823739,0,0,40,1,89.0,Low
SEG100280,23.002391128410704,72.53047762903918,3,6.713031829889901,1,2.6176998341248527,0,0,20,0,56.0,Medium
SEG100281,23.00998241252781,72.55309868810082,6,8.441825514269771,1,4.578427329671001,1,1,30,0,68.8,Medium
SEG100282,23.01302096791074,72.57000858515929,7,4.381886713170115,1,1.9827053819282758,0,0,20,0,57.3,Medium
SEG100283,23.01371631667077,72.5384342173547,6,9.554386208080249,2,7.176944026380964,1,0,40,0,87.7,Low
SEG100284,23.03141779584585,72.58827944928959,8,1.9952502092412727,2,7.035897992990517,1,2,30,0,42.8,High
SEG100285,23.022894433413676,72.54015780851262,6,1.851361229388161,2,1.9152991060532354,0,1,60,0,32.8,High
SEG100286,23.00270897659602,72.58913658042526,16,8.903347347703589,4,2.526166971418504,0,2,40,0,46.7,Medium
SEG100287,23.020548777615275,72.5440653050644,8,8.917170640057282,2,9.011118297111295,1,1,40,0,90.1,Low
SEG100288,23.02880641217947,72.59462811380453,18,4.990194854990422,1,4.7168486000712315,1,2,60,0,50.8,Medium
SEG100289,23.005591954659703,72.56930866636421,14,1.2578635535397864,2,5.511171926997704,1,1,40,1,53.8,Medium
SEG100290,23.04584022045837,72.53548241813849,15,3.0521645820327192,1,9.586253018281232,0,0,30,0,78.2,Low
SEG100291,23.00285790265558,72.53424302024112,14,7.541523380344676,0,2.0702381113895516,0,0,80,0,58.2,Medium
SEG100292,23.050866302795992,72.53486991025687,22,8.459919080013034,4,6.271302183482254,1,1,40,0,57.1,Medium
SEG100293,23.005451222786892,72.5683430285739,6,3.476547477448171,6,7.740149550396004,1,2,40,1,44.4,High
SEG100294,23.046396622337877,72.58262264815129,23,0.6123368181686784,4,3.19439671967803,0,1,30,0,16.3,High
SEG100295,23.049645922916017,72.55619257821509,4,6.657266815727806,0,3.088168020175824,0,0,50,0,57.0,Medium
SEG100296,23.05387638743226,72.55891432435332,3,7.394970414382936,6,8.968193088565712,1,0,50,0,48.2,Medium
SEG100297,23.044111423415046,72.5683037007382,19,4.240146758636926,3,0.994059470240245,0,1,40,0,49.2,Medium
SEG100298,23.042871264742423,72.56464763931112,21,5.830976116178693,1,1.5735564730011642,0,0,30,0,38.1,High
SEG100299,23.035336580179756,72.57472401265159,2,9.873714975240834,3,4.109551913806099,1,0,60,0,55.7,Medium
SEG100300,23.042844799501797,72.5606660718106,14,2.449985993596594,2,7.983909668263896,1,3,40,1,51.1,Medium
SEG100301,23.007400371462722,72.57640094452917,12,5.729776937992509,0,4.549916000942639,0,1,50,0,61.0,Medium
SEG100302,23.02948374197712,72.59482519826553,5,6.109604135626425,3,2.705659417110976,0,1,20,1,49.7,Medium
SEG100303,23.02828225786047,72.55276935974616,12,5.491071960244631,3,4.202950360882324,1,0,40,0,58.0,Medium
SEG100304,23.04716646792674,72.5307940050895,16,8.691295579437957,1,4.454604419830462,0,1,60,0,66.3,Medium
SEG100305,23.025453965107644,72.53816562796086,13,6.050075319221165,4,7.270252096575806,1,1,50,1,62.8,Medium
SEG100306,23.02117992228552,72.56597842202414,12,5.0789002239129,1,8.687500810501374,0,1,20,0,74.5,Low
SEG100307,23.03517597991804,72.5523767561644,21,1.2301502666117314,5,3.212510645088921,0,0,50,0,15.6,High
SEG100308,23.014655482462548,72.59109886859082,5,7.032091992934255,2,7.0853960893080545,0,3,20,0,46.8,Medium
SEG100309,23.007687262602467,72.57078399585698,14,1.3210736149470037,4,7.013883951648932,1,1,30,0,45.3,Medium
SEG100310,23.026283250071305,72.56382308708775,7,0.2656989336422366,2,7.669475554570128,1,3,30,0,37.2,High
SEG100311,23.02292891527272,72.58187256758268,23,4.8853116306346225,1,5.752606371254716,0,0,30,1,67.8,Medium
SEG100312,23.012791346729088,72.54680834161819,6,5.7244527214773235,3,0.1469849830867742,1,3,20,0,35.7,High
SEG100313,23.020213149556334,72.58328300511835,20,9.9905406137388,0,6.558673357415497,0,2,40,0,73.0,Low
SEG100314,23.020151584740443,72.53019897181616,15,7.123267944552865,3,6.122975776449784,1,0,50,0,63.1,Medium
SEG100315,23.01801225604269,72.57027902853882,5,8.485903202275773,5,6.115194562185345,0,2,30,1,44.4,High
SEG100316,23.020870524384982,72.59075921481798,18,3.463880390307553,6,2.81298579239147,0,1,40,0,23.7,High
SEG100317,23.037715884000075,72.5812108968822,5,5.089146825799675,3,0.9788543220400592,1,0,40,1,52.5,Medium
SEG100318,23.01632820610142,72.58548622248958,6,9.742689906618555,4,1.8935258969070845,1,0,80,1,63.1,Medium
SEG100319,23.052187185969345,72.55580205518615,8,4.173885521427763,1,2.16205092547158,1,4,50,0,35.4,High
SEG100320,23.0503991410746,72.5835755314965,16,8.072904248023839,2,1.7360950758572136,0,2,60,0,41.5,High
SEG100321,23.026450073556504,72.56580405822697,9,5.259891177444961,4,2.4453691519422693,0,1,50,0,37.1,High
SEG100322,23.01805986627526,72.5702051153727,13,2.239618515300641,0,0.6869167935308751,0,0,50,1,55.8,Medium
SEG100323,23.02944891344065,72.53382949705683,13,5.804186372108829,2,2.6932582154517206,0,1,20,1,59.6,Medium
SEG100324,23.04667082688255,72.54310086031633,4,2.180620283703215,3,9.978852268893313,0,1,60,1,39.8,High
SEG100325,23.035892303730805,72.56581268700837,5,0.030269898757411262,2,5.113812234450953,1,1,50,0,25.7,High
SEG100326,23.044241550537087,72.53382206875852,7,2.358960154733433,2,3.4442286049725155,0,3,30,0,44.4,High
SEG100327,23.029299725183616,72.5781940424282,5,1.9314383235509036,6,7.2048722280679955,1,0,30,0,31.6,High
SEG100328,23.03481046960972,72.58460370555392,22,3.7092117719943376,3,4.694604558520235,1,1,40,0,31.6,High
SEG100329,23.015848558780036,72.58982355348417,9,8.885969038092881,3,0.29497962767882746,0,1,30,0,46.9,Medium
SEG100330,23.040419123927066,72.5366149498467,9,3.8785307359867582,2,5.473897111502191,0,2,80,0,36.0,High
SEG100331,23.011132252621916,72.59108181612149,16,8.45187627490991,3,3.0406657385538924,0,1,30,0,66.8,Medium
SEG100332,23.03821389708502,72.5343953004959,18,5.556130201315813,1,5.711838994528508,0,3,30,0,51.4,Medium
SEG100333,23.047339548757925,72.56081365403531,16,0.07614704222566937,3,1.7321801339741938,0,3,20,1,23.2,High
SEG100334,23.007265656051583,72.58461631634081,13,1.8873671290321514,1,4.8254985714343945,0,1,40,1,57.5,Medium
SEG100335,23.033790885729804,72.53457022400669,23,9.312780452080364,4,1.9364020206218324,0,1,50,1,46.3,Medium
SEG100336,23.005230266152648,72.53118501974429,21,6.041734461977185,1,2.9881541003388987,0,3,40,1,42.0,High
SEG100337,23.039914359554928,72.53162160171593,4,9.29546858572274,1,6.8716474400378535,1,0,30,1,82.5,Low
SEG100338,23.004647127035295,72.56323256556334,3,3.1012002030345287,4,2.2765275933238307,0,0,60,1,21.8,High
SEG100339,23.051476690248535,72.58275378839878,9,7.165623782827428,2,4.171373754035276,1,1,30,0,62.4,Medium
SEG100340,23.00755743615208,72.53828273361972,20,7.720251598972599,2,0.7313858241771676,0,0,30,1,56.8,Medium
SEG100341,23.052738413525,72.53809966651517,23,9.756996027362554,2,6.871622466654119,1,2,30,1,66.3,Medium
SEG100342,23.04404862968468,72.56695554557824,16,0.181764831689607,4,5.389431872990481,1,0,40,0,40.3,High
SEG100343,23.03265251024565,72.54522921405278,16,9.522372151232462,3,8.137904323232032,0,1,40,1,71.8,Low
SEG100344,23.043044325754625,72.57746389278442,5,3.9159021760416515,2,5.35075450485389,1,2,40,0,40.9,High
SEG100345,23.04373131614407,72.59172630023149,14,8.37992405744867,1,9.942137586339971,1,1,20,1,90.7,Low
SEG100346,23.052031488454954,72.57979217142902,4,5.447129182210839,1,2.4113187816856607,1,1,60,0,41.9,High
SEG100347,23.013936084461154,72.58701639881463,12,5.646495430333655,3,7.421064822594045,1,2,30,1,61.3,Medium
SEG100348,23.032454174244705,72.56377309374216,4,3.593778881864501,2,4.323266545594936,1,1,30,1,48.6,Medium
SEG100349,23.00522770586604,72.58410075477414,1,8.284725903781975,3,3.759645176139567,1,0,50,1,60.4,Medium
SEG100350,23.033889113501328,72.54188870695914,23,2.6401357083783337,1,7.315293251718841,1,1,40,0,43.3,High
SEG100351,23.009421021725103,72.53444261287572,21,4.922413861786064,2,9.555570378196466,0,1,80,0,45.6,Medium
SEG100352,23.031072283630984,72.5726369521581,16,5.601744987674754,2,7.555768591611372,0,2,40,0,56.7,Medium
SEG100353,23.03148367827186,72.53337691274427,15,7.425210934274884,5,3.3012274856964474,0,2,30,1,47.1,Medium
SEG100354,23.02562918341397,72.58801129224408,5,4.71635337041537,2,5.098916506198075,1,2,80,1,39.0,High
SEG100355,23.02874474765322,72.57495101956198,13,6.802828988394937,0,2.171399800264102,0,0,40,1,74.0,Low
SEG100356,23.042015786450364,72.59189304715157,17,4.852940963479754,1,6.202388106170815,1,1,50,1,67.1,Medium
SEG100357,23.043958459408163,72.55040263266037,12,6.593206369585946,4,4.0258710053250715,0,0,20,0,58.9,Medium
SEG100358,23.027068426856648,72.5616002900981,6,6.741434762081482,1,2.2813308686504827,1,0,30,1,81.5,Low
SEG100359,23.032977639283743,72.57820987372793,9,7.094415605292438,0,0.21092704200882162,1,1,80,0,53.8,Medium
SEG100360,23.051217992962954,72.54578063405495,20,8.23299793860326,3,9.2532430894659,0,1,80,0,57.8,Medium
SEG100361,23.00658534736756,72.56522017330725,6,5.407225609599173,4,0.7882083253450067,1,1,80,0,37.6,High
SEG100362,23.006440696124507,72.57286537287536,23,1.9327816386989327,3,3.29309412544202,1,0,50,0,30.8,High
SEG100363,23.00482399565509,72.59362256253905,18,6.796408416190554,2,1.9045367128819923,0,1,40,1,53.5,Medium
SEG100364,23.03618248067723,72.57840571412575,21,0.7711808349216187,1,4.941272761165843,1,2,40,1,40.8,High
SEG100365,23.02302345654347,72.53767850526815,12,2.1895502246118403,1,1.9494484540472723,1,2,20,1,50.2,Medium
SEG100366,23.042587677887802,72.56089667433992,5,7.921575286647991,4,7.3621103640359875,1,1,50,0,56.6,Medium
SEG100367,23.03691772773197,72.56827010089432,0,4.350701443300659,2,2.2481947290539295,1,2,50,1,34.7,High
SEG100368,23.018350076708053,72.53953050428619,12,4.980441676512171,4,1.854566688280327,1,3,50,0,26.4,High
SEG100369,23.049410160104884,72.55807779370377,9,9.8739691848353,0,2.168852177931737,1,1,30,1,83.9,Low
SEG100370,23.041939268088885,72.54846037806183,2,2.3517248584891792,4,2.97563312570483,1,0,30,1,40.8,High
SEG100371,23.01487942175006,72.53772379024703,22,0.19552749535934555,2,6.418313860133761,1,3,50,0,24.8,High
SEG100372,23.020030560977464,72.56328272567512,23,1.1137260951784411,6,2.096283817759331,0,2,80,1,0.0,High
SEG100373,23.017294198911234,72.54076615026581,8,2.4450185966082962,2,6.968502884239247,1,2,40,1,52.9,Medium
SEG100374,23.008668640674376,72.56838493155807,16,7.259200243964692,1,4.301708844122334,1,1,20,1,83.9,Low
SEG100375,23.00812808548982,72.54103030059572,9,7.75822031984762,0,1.9700857807356376,1,1,60,0,57.8,Medium
SEG100376,23.051487010485666,72.57703367003418,11,5.654889540141138,2,2.4004451495104107,0,3,50,1,37.8,High
SEG100377,23.02408472204593,72.54269070549692,14,2.5504639869816135,1,5.273338162025535,0,2,50,1,48.9,Medium
SEG100378,23.021082590252757,72.58825853155045,9,5.2174189452682365,3,3.786288838602255,1,1,60,1,50.5,Medium
SEG100379,23.040132713977254,72.53170360817568,19,0.1495755593393422,0,5.1372334066033005,1,0,50,0,56.2,Medium
SEG100380,23.03041461858891,72.56392983015797,4,6.818009427417962,1,8.125795891506286,1,1,40,0,59.4,Medium
SEG100381,23.051487699276116,72.55080680978263,16,6.142975554091679,0,0.45831377102185655,0,1,50,1,57.9,Medium
SEG100382,23.042916582165017,72.54462997417535,23,0.21796539381543578,0,3.9361063076419955,1,0,40,1,52.6,Medium
SEG100383,23.02636532602685,72.56065418064574,20,8.170116336327956,2,4.154427889583703,1,5,30,0,44.5,High
SEG100384,23.020699771041446,72.58473126986108,1,7.6342653516212176,3,2.5091715954403093,1,1,30,1,48.0,Medium
SEG100385,23.054264734970836,72.58949301835924,2,3.0822374556831313,4,4.418792028899299,1,1,50,1,32.2,High
SEG100386,23.0394768129802,72.54971116017961,15,6.35376650632306,3,5.666330897398639,1,1,30,1,73.0,Low
SEG100387,23.05231570630021,72.54002583543618,22,6.014929634649731,3,5.849582078472862,0,1,60,0,43.4,High
SEG100388,23.006516321746936,72.57680912909181,20,1.4318027922687027,1,6.698333210348278,0,2,40,0,43.1,High
SEG100389,23.046779352355493,72.56782991715464,21,1.9325930111436584,3,0.7676886950678352,0,1,40,0,21.0,High
SEG100390,23.035039063619518,72.54306604966405,3,6.832061362281295,0,4.600075509056785,0,1,20,0,59.0,Medium
SEG100391,23.00670569230843,72.57941922622568,12,9.335516462700085,1,7.57612564721148,0,1,40,1,88.1,Low
SEG100392,23.03235418999831,72.56373047829074,17,5.762843206987531,2,4.550453217762607,1,2,30,1,63.3,Medium
SEG100393,23.0377353000808,72.57247068796798,14,5.678131455595449,2,6.564860352341393,1,0,50,0,67.5,Medium
SEG100394,23.000676647723875,72.55335703720762,18,6.466816947038385,4,5.904488650949304,1,0,20,0,74.4,Low
SEG100395,23.024987487901296,72.55854134148466,5,4.4057830017812885,4,4.647189192855903,0,0,40,0,30.8,High
SEG100396,23.045396973115796,72.54172223639438,10,0.5417204350134375,2,0.7892854524346038,0,2,60,0,23.0,High
SEG100397,23.016244746393927,72.57917353139695,10,3.9650384672469716,1,6.332249923070632,1,1,50,0,68.7,Medium
SEG100398,23.02522014449892,72.54020573606986,22,9.002522101178897,3,5.345130045241106,1,2,50,1,56.6,Medium
SEG100399,23.024327276988735,72.58058966865882,4,8.049468003915486,2,0.056845748170029076,0,0,50,0,39.5,High
SEG100400,23.016606006529337,72.5818705105675,7,9.274235685770654,0,2.068566945283888,0,4,50,0,46.3,Medium
SEG100401,23.050514304253355,72.57852906266358,0,1.5283158513241057,3,0.6139957599448476,0,1,30,0,11.9,High
SEG100402,23.042971171948732,72.53126248122382,3,5.059577570388295,0,5.702342601290055,0,1,30,1,66.6,Medium
SEG100403,23.006082362604786,72.54775365881943,23,5.847281548129438,2,0.15147951119022451,0,1,20,0,31.7,High
SEG100404,23.054836906181066,72.56044195328147,20,2.0992550999297444,3,8.42420951081169,0,3,30,1,47.4,Medium
SEG100405,23.048356001336927,72.5687103846166,6,2.0097023926897006,3,9.474539990031829,1,1,40,0,48.7,Medium
SEG100406,23.015614964082523,72.58974943645899,16,7.8203293264280225,3,9.755789953540711,0,0,60,0,82.2,Low
SEG100407,23.04602931188135,72.55441438818836,14,6.718519170522066,2,2.265844605637893,0,3,40,0,34.9,High
SEG100408,23.005853074252926,72.5868765157203,21,6.4718753681516015,3,4.951408554197183,0,1,30,1,48.5,Medium
SEG100409,23.054950760176084,72.54062290372889,7,2.6698745798301493,1,8.911687748642724,1,0,60,0,73.2,Low
SEG100410,23.036612660485858,72.55413323168806,23,5.067694242472069,2,6.873350235332057,1,3,40,0,37.3,High
SEG100411,23.035756875855732,72.53339833070339,8,0.23069953489327832,7,2.987460553669518,1,1,30,1,28.1,High
SEG100412,23.004974239984126,72.57826180391862,17,1.299460526004279,1,8.33951883945378,1,1,20,0,62.8,Medium
SEG100413,23.049336836939315,72.53979242923315,9,5.182508627607913,1,5.739361898808774,1,1,50,0,66.1,Medium
SEG100414,23.001594972676244,72.54670630101715,16,3.096722756319128,3,7.29984530729611,0,0,40,0,59.3,Medium
SEG100415,23.013245543192262,72.58039016139256,8,9.656697568965166,1,9.694094266532481,0,1,40,0,80.2,Low
SEG100416,23.007866203134164,72.56475658663247,20,4.714847232670106,2,9.97509348103772,0,0,50,1,79.6,Low
SEG100417,23.042722236738072,72.53090822676221,15,0.8356415635685066,3,5.048217628612956,1,2,40,1,43.9,High
